ongress,number,bill_type,is_alive,current_status,committees, cosponsors, current_status_date, current_status_description, introduced_date, sponsor, sponsor_role,title_without_number
112,413,house_bill,False,referred,,,2011-01-25,"This bill was introduced on January 25, 2011, in a previous session of Congress, but was not enacted.",2011-01-25,{},{},Defense and Deficit Reduction Act
110,5315,house_bill,False,referred,,,2008-02-07,"This bill was introduced on February 7, 2008, in a previous session of Congress, but was not enacted.",2008-02-07,{},{},To grant the Congressional Gold Medal to a group of soldiers from World War II.
111,1787,house_bill,False,referred,,,2009-03-30,"This bill was introduced on March 30, 2009, in a previous session of Congress, but was not enacted.",2009-03-30,{},{},Low Carbon Fuel Standard Act of 2009
111,1783,house_bill,False,referred,,,2009-03-30,"This bill was introduced on March 30, 2009, in a previous session of Congress, but was not enacted.",2009-03-30,{},{},Enterprise Sector Investment Opportunity Act of 2009
111,1252,house_bill,False,referred,,,2009-03-02,"This bill was introduced on March 2, 2009, in a previous session of Congress, but was not enacted.",2009-03-02,{},{},For the relief of Wahab Munir and Hunain Munir.
111,1253,house_bill,False,pass_over_house,,,2009-03-31,"This bill was introduced in a previous session of Congress and was passed by the House on March 31, 2009 but was never passed by the Senate.",2009-03-03,{},{},Health Insurance Restrictions and Limitations Clarification Act of 2009
107,2063,house_bill,False,referred,,,2001-06-05,"This bill was introduced on June 5, 2001, in a previous session of Congress, but was not enacted.",2001-06-05,{},{},Early Treatment for HIV Act of 2001
106,5151,house_bill,False,referred,,,2000-09-12,"This bill was introduced on September 12, 2000, in a previous session of Congress, but was not enacted.",2000-09-12,{},{},Medicare Beneficiary Prescription Drug Assistance and Stop-Loss Protection Act of 2000
111,1254,house_bill,False,referred,,,2009-03-03,"This bill was introduced on March 3, 2009, in a previous session of Congress, but was not enacted.",2009-03-03,{},{},Restoring the Integrity of American Statistics Act of 2009
111,4375,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},Glass-Steagall Restoration Act
107,2069,house_bill,False,pass_back_senate,,,2002-07-12,"This bill was introduced in a previous session of Congress and though it was passed by both chambers on July 12, 2002 it was passed in non-identical forms and the differences were never resolved.",2001-06-06,{},{},"United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2002"
109,3010,house_bill,False,enacted_signed,,,2005-12-30,"This bill was enacted after being signed by the President on December 30, 2005.",2005-06-21,{},{},"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006"
111,4378,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},To amend the Americans with Disabilities Act to require that the same access to transportation and public accommodations be afforded to certified trainers of service animals as is afforded under such Act to individuals with disabilities who use such service animals.
106,5158,house_bill,False,referred,,,2000-09-12,"This bill was introduced on September 12, 2000, in a previous session of Congress, but was not enacted.",2000-09-12,{},{},Second Chance Voting Rights Act of 2000
107,3320,house_bill,False,referred,,,2001-11-16,"This bill was introduced on November 16, 2001, in a previous session of Congress, but was not enacted.",2001-11-16,{},{},To amend the Internal Revenue Code of 1986 to encourage guaranteed lifetime income payments from annuities and similar payments of life insurance proceeds at dates later than death by taxing the income portion of such payments at capital gains rates.
112,1605,house_bill,False,referred,,,2011-04-15,"This bill was introduced on April 15, 2011, in a previous session of Congress, but was not enacted.",2011-04-15,{},{},CAP Act of 2011
109,5474,house_bill,False,referred,,,2006-05-24,"This bill was introduced on May 24, 2006, in a previous session of Congress, but was not enacted.",2006-05-24,{},{},Internet Gambling Study Commission Act
112,5967,house_bill,False,referred,,,2012-06-19,"This bill was introduced on June 19, 2012, in a previous session of Congress, but was not enacted.",2012-06-19,{},{},American Renewable Energy and Efficiency Act
111,461,house_resolution,False,passed_simpleres,,,2009-11-02,"This simple resolution was agreed to on November 2, 2009. That is the end of the legislative process for a simple resolution.",2009-05-20,{},{},"Honoring Sentinels of Freedom and commending the dedication, commitment, and extraordinary work of the organization."
111,467,house_resolution,False,referred,,,2009-05-20,"This resolution was introduced on May 20, 2009, in a previous session of Congress, but was not enacted.",2009-05-20,{},{},Honoring and Commending Alissa Czisny for winning the 2009 United States Figure Skating Championship.
112,13,house_joint_resolution,False,referred,,,2011-01-07,"This resolution was introduced on January 7, 2011, in a previous session of Congress, but was not enacted.",2011-01-07,{},{},Proposing an amendment to the Constitution of the United States giving Congress power to prohibit the physical desecration of the flag of the United States.
107,2248,senate_bill,False,enacted_signed,,,2002-05-01,"This bill was enacted after being signed by the President on May 1, 2002.",2002-04-24,{},{},"A bill to extend the authority of the Export-Import Bank until May 31, 2002."
111,4156,house_bill,False,referred,,,2009-11-19,"This bill was introduced on November 19, 2009, in a previous session of Congress, but was not enacted.",2009-11-19,{},{},Increasing Housing Opportunities for Veterans Act of 2009
111,1437,house_bill,False,referred,,,2009-03-11,"This bill was introduced on March 11, 2009, in a previous session of Congress, but was not enacted.",2009-03-11,{},{},Southern Border Security Task Force Act of 2009
111,4154,house_bill,False,pass_over_house,,,2009-12-03,"This bill was introduced in a previous session of Congress and was passed by the House on December 3, 2009 but was never passed by the Senate.",2009-11-19,{},{},"Permanent Estate Tax Relief for Families, Farmers, and Small Businesses Act of 2009"
111,4155,house_bill,False,referred,,,2009-11-19,"This bill was introduced on November 19, 2009, in a previous session of Congress, but was not enacted.",2009-11-19,{},{},Property Assessed Clean Energy Tax Benefits Act of 2009
111,4153,house_bill,False,referred,,,2009-11-19,"This bill was introduced on November 19, 2009, in a previous session of Congress, but was not enacted.",2009-11-19,{},{},"To amend title 23, United States Code, to establish national standards to prevent distracted driving, and for other purposes."
111,1430,house_bill,False,referred,,,2009-03-11,"This bill was introduced on March 11, 2009, in a previous session of Congress, but was not enacted.",2009-03-11,{},{},Medicare Oral Health Rehabilitative Enhancement Act of 2009
109,128,house_concurrent_resolution,False,pass_over_house,,,2005-07-22,"This resolution was introduced in a previous session of Congress and was passed by the House on July 22, 2005 but was never passed by the Senate.",2005-04-12,{},{},"Expressing the sense of Congress that the Government of the Russian Federation should issue a clear and unambiguous statement of admission and condemnation of the illegal occupation and annexation by the Soviet Union from 1940 to 1991 of the Baltic countries of Estonia, Latvia, and Lithuania."
111,3827,house_bill,False,referred,,,2009-10-15,"This bill was introduced on October 15, 2009, in a previous session of Congress, but was not enacted.",2009-10-15,{},{},Every Child Deserves a Family Act
108,1792,house_bill,False,referred,,,2003-04-11,"This bill was introduced on April 11, 2003, in a previous session of Congress, but was not enacted.",2003-04-11,{},{},"To amend title 37, United States Code, to alleviate delay in the payment of the Selected Reserve reenlistment bonus to members of Selected Reserve who are mobilized."
111,1439,house_bill,False,referred,,,2009-03-11,"This bill was introduced on March 11, 2009, in a previous session of Congress, but was not enacted.",2009-03-11,{},{},World War II War Crimes Accountability Act of 2009
108,3833,house_bill,False,referred,,,2004-02-25,"This bill was introduced on February 25, 2004, in a previous session of Congress, but was not enacted.",2004-02-25,{},{},Clean Airport Bus Act of 2003
112,2959,house_bill,False,referred,,,2011-09-15,"This bill was introduced on September 15, 2011, in a previous session of Congress, but was not enacted.",2011-09-15,{},{},Charitable Agricultural Research Act
108,3831,house_bill,False,referred,,,2004-02-25,"This bill was introduced on February 25, 2004, in a previous session of Congress, but was not enacted.",2004-02-25,{},{},Assault Weapons Ban Reauthorization Act of 2003
110,230,house_concurrent_resolution,False,pass_over_house,,,2007-10-29,"This resolution was introduced in a previous session of Congress and was passed by the House on October 29, 2007 but was never passed by the Senate.",2007-10-10,{},{},"Supporting the observance of Breast Cancer Awareness Month, and for other purposes."
112,2951,house_bill,False,referred,,,2011-09-15,"This bill was introduced on September 15, 2011, in a previous session of Congress, but was not enacted.",2011-09-15,{},{},Patients First Act of 2011
110,235,house_concurrent_resolution,False,referred,,,2007-10-16,"This resolution was introduced on October 16, 2007, in a previous session of Congress, but was not enacted.",2007-10-16,{},{},Regarding ending World Bank disbursements to Iran until the International Atomic Energy Agency certifies the compliance of the Islamic Republic of Iran with Resolutions 1696 and 1747 of the United Nations Security Council and the terms of the Nuclear Non-Proliferation Treaty.
112,2956,house_bill,False,referred,,,2011-09-15,"This bill was introduced on September 15, 2011, in a previous session of Congress, but was not enacted.",2011-09-15,{},{},Fair and Equitable Postal Service Access Act
